run_id,batch_id,workload_type,workload_name,workload_complexity,cpu_cores,memory_total_gb,cpu_avg_pct,effective_cpu,memory_avg_gb,memory_pressure,disk_read_mb,disk_write_mb,io_intensity,disk_type,disk_speed_class,runtime_sec
1679,batch_3,ML,ml_bert,6,16,64,85.07,13.61,33.69,0.526,227.52,72.71,300.23,HDD,1,106.73
1680,batch_3,DB,tpch_q3,4,2,4,95.0,1.9,2.22,0.555,738.71,143.16,881.87,NVMe,3,168.26
1681,batch_3,DB,tpch_q3,4,2,4,95.0,1.9,2.33,0.583,609.56,543.12,1152.68,SSD,2,174.95
1682,batch_3,DB,tpch_q3,4,2,4,95.0,1.9,1.99,0.497,389.5,164.36,553.86,SSD,2,167.91
1683,batch_3,DB,tpch_q3,4,2,4,95.0,1.9,3.35,0.838,459.97,334.66,794.63,NVMe,3,122.83
1684,batch_3,DB,tpch_q3,4,2,4,95.0,1.9,2.58,0.645,360.41,520.41,880.82,HDD,1,213.49
1685,batch_3,DB,tpch_q3,4,2,4,95.0,1.9,2.22,0.555,372.18,127.19,499.37,SSD,2,175.59
1686,batch_3,DB,tpch_q3,4,2,8,95.0,1.9,6.34,0.792,671.22,122.83,794.05,NVMe,3,127.33
1687,batch_3,DB,tpch_q3,4,2,8,95.0,1.9,3.64,0.455,312.1,546.55,858.65,SSD,2,144.78
1688,batch_3,DB,tpch_q3,4,2,8,95.0,1.9,6.04,0.755,535.45,258.61,794.06,HDD,1,180.63
1689,batch_3,DB,tpch_q3,4,2,8,95.0,1.9,5.7,0.713,785.86,140.23,926.09,SSD,2,152.33
1690,batch_3,DB,tpch_q3,4,2,8,95.0,1.9,6.38,0.797,535.1,524.61,1059.71,HDD,1,195.42
1691,batch_3,DB,tpch_q3,4,2,8,95.0,1.9,4.95,0.619,664.7,622.35,1287.05,HDD,1,205.51
1692,batch_3,DB,tpch_q3,4,2,16,91.74,1.83,11.97,0.748,330.42,589.64,920.06,NVMe,3,105.96
1693,batch_3,DB,tpch_q3,4,2,16,95.0,1.9,10.25,0.641,548.16,280.62,828.78,HDD,1,163.44
1694,batch_3,DB,tpch_q3,4,2,16,95.0,1.9,8.16,0.51,526.64,369.52,896.16,HDD,1,173.24
1695,batch_3,DB,tpch_q3,4,2,16,95.0,1.9,9.57,0.598,186.85,298.04,484.89,HDD,1,166.6
1696,batch_3,DB,tpch_q3,4,2,16,95.0,1.9,8.97,0.561,605.59,375.61,981.2,SSD,2,134.7
1697,batch_3,DB,tpch_q3,4,2,16,95.0,1.9,11.34,0.709,869.23,205.16,1074.39,HDD,1,175.99
1698,batch_3,DB,tpch_q3,4,2,32,95.0,1.9,21.21,0.663,356.59,583.08,939.67,HDD,1,172.4
1699,batch_3,DB,tpch_q3,4,2,32,85.93,1.72,19.42,0.607,225.98,498.34,724.32,NVMe,3,97.55
1700,batch_3,DB,tpch_q3,4,2,32,89.25,1.78,18.85,0.589,365.99,419.9,785.89,NVMe,3,102.78
1701,batch_3,DB,tpch_q3,4,2,32,84.14,1.68,16.77,0.524,830.84,434.61,1265.45,NVMe,3,108.22
1702,batch_3,DB,tpch_q3,4,2,32,81.38,1.63,18.43,0.576,202.09,186.79,388.88,NVMe,3,97.98
1703,batch_3,DB,tpch_q3,4,2,32,95.0,1.9,14.56,0.455,505.95,270.41,776.36,SSD,2,144.42
1704,batch_3,DB,tpch_q3,4,2,64,95.0,1.9,48.26,0.754,157.3,280.72,438.02,HDD,1,183.69
1705,batch_3,DB,tpch_q3,4,2,64,95.0,1.9,41.3,0.645,335.63,142.35,477.98,SSD,2,123.39
1706,batch_3,DB,tpch_q3,4,2,64,95.0,1.9,42.25,0.66,275.48,163.55,439.03,HDD,1,129.47
1707,batch_3,DB,tpch_q3,4,2,64,95.0,1.9,49.38,0.772,401.76,359.68,761.44,HDD,1,146.69
1708,batch_3,DB,tpch_q3,4,2,64,95.0,1.9,38.13,0.596,160.17,281.0,441.17,SSD,2,133.12
1709,batch_3,DB,tpch_q3,4,2,64,84.83,1.7,42.06,0.657,647.95,573.12,1221.07,NVMe,3,102.99
1710,batch_3,DB,tpch_q3,4,4,4,81.85,3.27,2.82,0.705,260.93,313.88,574.81,NVMe,3,93.31
1711,batch_3,DB,tpch_q3,4,4,4,95.0,3.8,2.03,0.507,523.37,219.29,742.66,HDD,1,154.47
1712,batch_3,DB,tpch_q3,4,4,4,80.22,3.21,1.94,0.485,840.49,295.33,1135.82,NVMe,3,96.31
1713,batch_3,DB,tpch_q3,4,4,4,95.0,3.8,3.2,0.8,659.1,592.56,1251.66,HDD,1,142.87
1714,batch_3,DB,tpch_q3,4,4,4,95.0,3.8,3.26,0.815,411.63,268.78,680.41,SSD,2,137.92
1715,batch_3,DB,tpch_q3,4,4,4,82.99,3.32,3.39,0.848,381.99,103.43,485.42,NVMe,3,97.64
1716,batch_3,DB,tpch_q3,4,4,8,71.88,2.88,6.15,0.769,575.0,531.74,1106.74,NVMe,3,81.31
1717,batch_3,DB,tpch_q3,4,4,8,78.06,3.12,6.7,0.838,524.2,470.75,994.95,SSD,2,90.36
1718,batch_3,DB,tpch_q3,4,4,8,82.78,3.31,5.39,0.674,271.96,357.49,629.45,SSD,2,99.76
1719,batch_3,DB,tpch_q3,4,4,8,95.0,3.8,3.65,0.456,180.71,241.32,422.03,HDD,1,121.51
1720,batch_3,DB,tpch_q3,4,4,8,74.83,2.99,4.73,0.591,775.58,108.44,884.02,NVMe,3,89.55
1721,batch_3,DB,tpch_q3,4,4,8,95.0,3.8,4.51,0.564,794.26,459.24,1253.5,HDD,1,139.16
1722,batch_3,DB,tpch_q3,4,4,16,70.36,2.81,13.57,0.848,297.55,413.58,711.13,NVMe,3,75.31
1723,batch_3,DB,tpch_q3,4,4,16,91.93,3.68,7.41,0.463,849.7,221.78,1071.48,HDD,1,118.05
1724,batch_3,DB,tpch_q3,4,4,16,74.93,3.0,7.83,0.489,345.95,252.15,598.1,NVMe,3,70.53
1725,batch_3,DB,tpch_q3,4,4,16,74.48,2.98,9.99,0.624,806.95,538.5,1345.45,SSD,2,85.49
1726,batch_3,DB,tpch_q3,4,4,16,87.87,3.51,10.75,0.672,375.8,128.79,504.59,HDD,1,113.03
1727,batch_3,DB,tpch_q3,4,4,16,74.73,2.99,10.15,0.634,287.53,525.97,813.5,NVMe,3,70.91
1728,batch_3,DB,tpch_q3,4,4,32,83.09,3.32,20.85,0.652,663.87,283.81,947.68,SSD,2,92.3
1729,batch_3,DB,tpch_q3,4,4,32,79.48,3.18,19.78,0.618,457.69,95.77,553.46,SSD,2,90.41
1730,batch_3,DB,tpch_q3,4,4,32,70.31,2.81,16.2,0.506,830.14,528.38,1358.52,NVMe,3,78.85
1731,batch_3,DB,tpch_q3,4,4,32,71.09,2.84,16.03,0.501,557.45,402.38,959.83,NVMe,3,71.94
1732,batch_3,DB,tpch_q3,4,4,32,79.87,3.19,22.98,0.718,497.11,514.91,1012.02,SSD,2,97.22
1733,batch_3,DB,tpch_q3,4,4,32,71.45,2.86,15.1,0.472,191.02,553.04,744.06,NVMe,3,73.69
1734,batch_3,DB,tpch_q3,4,4,64,76.08,3.04,43.28,0.676,667.94,572.66,1240.6,NVMe,3,75.73
1735,batch_3,DB,tpch_q3,4,4,64,95.0,3.8,46.06,0.72,704.52,110.22,814.74,HDD,1,116.17
1736,batch_3,DB,tpch_q3,4,4,64,89.63,3.59,32.29,0.505,821.29,444.61,1265.9,HDD,1,99.92
1737,batch_3,DB,tpch_q3,4,4,64,87.37,3.49,36.76,0.574,891.87,83.68,975.55,HDD,1,108.73
1738,batch_3,DB,tpch_q3,4,4,64,72.34,2.89,32.72,0.511,809.92,376.3,1186.22,SSD,2,83.34
1739,batch_3,DB,tpch_q3,4,4,64,85.11,3.4,40.93,0.64,774.54,332.98,1107.52,HDD,1,106.13
1740,batch_3,DB,tpch_q3,4,8,4,94.08,7.53,2.09,0.522,326.2,563.21,889.41,HDD,1,118.48
1741,batch_3,DB,tpch_q3,4,8,4,81.26,6.5,2.89,0.723,794.49,431.78,1226.27,SSD,2,86.08
1742,batch_3,DB,tpch_q3,4,8,4,76.02,6.08,2.99,0.748,330.51,371.56,702.07,SSD,2,89.2
1743,batch_3,DB,tpch_q3,4,8,4,72.06,5.76,2.56,0.64,367.53,460.5,828.03,NVMe,3,73.18
1744,batch_3,DB,tpch_q3,4,8,4,66.33,5.31,2.92,0.73,230.5,317.63,548.13,NVMe,3,64.83
1745,batch_3,DB,tpch_q3,4,8,4,75.89,6.07,2.25,0.562,240.09,301.97,542.06,SSD,2,88.82
1746,batch_3,DB,tpch_q3,4,8,8,68.92,5.51,5.58,0.698,181.97,597.02,778.99,NVMe,3,59.97
1747,batch_3,DB,tpch_q3,4,8,8,87.5,7.0,5.91,0.739,357.68,639.6,997.28,HDD,1,105.65
1748,batch_3,DB,tpch_q3,4,8,8,64.73,5.18,6.49,0.811,543.79,372.44,916.23,SSD,2,65.25
1749,batch_3,DB,tpch_q3,4,8,8,84.76,6.78,4.73,0.591,689.41,273.4,962.81,HDD,1,96.4
1750,batch_3,DB,tpch_q3,4,8,8,69.6,5.57,5.71,0.714,842.61,118.88,961.49,NVMe,3,63.51
1751,batch_3,DB,tpch_q3,4,8,8,64.92,5.19,6.68,0.835,604.38,182.81,787.19,NVMe,3,60.16
1752,batch_3,DB,tpch_q3,4,8,16,65.33,5.23,8.03,0.502,393.06,624.46,1017.52,NVMe,3,60.15
1753,batch_3,DB,tpch_q3,4,8,16,67.23,5.38,12.51,0.782,200.68,96.83,297.51,SSD,2,62.78
1754,batch_3,DB,tpch_q3,4,8,16,58.65,4.69,13.18,0.824,507.31,513.15,1020.46,NVMe,3,55.18
1755,batch_3,DB,tpch_q3,4,8,16,65.81,5.26,7.87,0.492,810.57,495.05,1305.62,NVMe,3,55.7
1756,batch_3,DB,tpch_q3,4,8,16,63.89,5.11,11.12,0.695,235.86,562.68,798.54,SSD,2,66.49
1757,batch_3,DB,tpch_q3,4,8,16,73.54,5.88,9.6,0.6,623.47,96.79,720.26,HDD,1,78.24
1758,batch_3,DB,tpch_q3,4,8,32,72.08,5.77,27.06,0.846,580.33,193.85,774.18,HDD,1,76.61
1759,batch_3,DB,tpch_q3,4,8,32,69.58,5.57,23.09,0.722,319.12,503.03,822.15,SSD,2,69.33
1760,batch_3,DB,tpch_q3,4,8,32,65.07,5.21,21.85,0.683,621.84,461.14,1082.98,SSD,2,66.3
1761,batch_3,DB,tpch_q3,4,8,32,65.81,5.26,16.2,0.506,153.93,521.4,675.33,HDD,1,70.96
1762,batch_3,DB,tpch_q3,4,8,32,57.02,4.56,23.74,0.742,833.24,446.07,1279.31,NVMe,3,50.33
1763,batch_3,DB,tpch_q3,4,8,32,63.23,5.06,17.06,0.533,770.68,365.48,1136.16,SSD,2,62.66
1764,batch_3,DB,tpch_q3,4,8,64,60.88,4.87,30.52,0.477,470.63,294.39,765.02,SSD,2,59.0
1765,batch_3,DB,tpch_q3,4,8,64,73.44,5.88,32.06,0.501,537.94,137.52,675.46,HDD,1,75.5
1766,batch_3,DB,tpch_q3,4,8,64,65.25,5.22,34.53,0.54,855.46,605.7,1461.16,SSD,2,63.89
1767,batch_3,DB,tpch_q3,4,8,64,68.46,5.48,37.96,0.593,804.33,169.98,974.31,SSD,2,69.11
1768,batch_3,DB,tpch_q3,4,8,64,72.69,5.82,52.65,0.823,525.04,307.56,832.6,SSD,2,68.32
1769,batch_3,DB,tpch_q3,4,8,64,77.31,6.18,51.63,0.807,587.08,614.05,1201.13,HDD,1,83.71
1770,batch_3,DB,tpch_q3,4,16,4,68.15,10.9,2.12,0.53,816.02,113.85,929.87,SSD,2,67.87
1771,batch_3,DB,tpch_q3,4,16,4,78.47,12.56,2.97,0.743,843.13,458.1,1301.23,HDD,1,85.99
1772,batch_3,DB,tpch_q3,4,16,4,83.22,13.32,3.25,0.812,677.32,516.38,1193.7,HDD,1,87.49
1773,batch_3,DB,tpch_q3,4,16,4,78.28,12.52,1.91,0.477,462.18,501.39,963.57,HDD,1,89.64
1774,batch_3,DB,tpch_q3,4,16,4,77.58,12.41,2.96,0.74,228.05,363.06,591.11,HDD,1,92.58
1775,batch_3,DB,tpch_q3,4,16,4,77.87,12.46,2.49,0.623,377.56,564.41,941.97,HDD,1,82.74
1776,batch_3,DB,tpch_q3,4,16,8,76.02,12.16,6.2,0.775,550.64,570.37,1121.01,HDD,1,76.56
1777,batch_3,DB,tpch_q3,4,16,8,60.96,9.75,3.66,0.458,511.63,300.66,812.29,NVMe,3,48.24
1778,batch_3,DB,tpch_q3,4,16,8,62.92,10.07,4.04,0.505,478.46,591.37,1069.83,SSD,2,57.31
1779,batch_3,DB,tpch_q3,4,16,8,60.85,9.74,4.7,0.588,838.55,215.76,1054.31,SSD,2,54.67
1780,batch_3,DB,tpch_q3,4,16,8,73.28,11.72,6.44,0.805,744.89,403.79,1148.68,HDD,1,71.61
1781,batch_3,DB,tpch_q3,4,16,8,75.14,12.02,4.4,0.55,192.66,112.29,304.95,HDD,1,72.82
1782,batch_3,DB,tpch_q3,4,16,16,59.44,9.51,11.39,0.712,333.18,246.68,579.86,SSD,2,51.88
1783,batch_3,DB,tpch_q3,4,16,16,55.42,8.87,11.41,0.713,642.44,123.54,765.98,NVMe,3,42.88
1784,batch_3,DB,tpch_q3,4,16,16,59.8,9.57,12.94,0.809,794.07,332.82,1126.89,NVMe,3,43.34
1785,batch_3,DB,tpch_q3,4,16,16,67.83,10.85,12.19,0.762,369.51,452.58,822.09,SSD,2,56.84
1786,batch_3,DB,tpch_q3,4,16,16,57.46,9.19,7.87,0.492,409.98,314.18,724.16,NVMe,3,44.1
1787,batch_3,DB,tpch_q3,4,16,16,55.1,8.82,7.7,0.481,834.04,559.61,1393.65,NVMe,3,40.47
1788,batch_3,DB,tpch_q3,4,16,32,52.43,8.39,19.17,0.599,762.28,160.92,923.2,NVMe,3,40.64
1789,batch_3,DB,tpch_q3,4,16,32,71.72,11.48,22.72,0.71,490.32,145.12,635.44,HDD,1,69.47
1790,batch_3,DB,tpch_q3,4,16,32,61.07,9.77,18.25,0.57,873.82,114.04,987.86,SSD,2,50.38
1791,batch_3,DB,tpch_q3,4,16,32,52.92,8.47,14.64,0.458,436.94,333.09,770.03,NVMe,3,38.17
1792,batch_3,DB,tpch_q3,4,16,32,65.86,10.54,15.07,0.471,378.86,388.68,767.54,HDD,1,63.1
1793,batch_3,DB,tpch_q3,4,16,32,64.91,10.39,26.05,0.814,715.86,271.64,987.5,SSD,2,51.08
1794,batch_3,DB,tpch_q3,4,16,64,62.91,10.07,37.53,0.586,771.93,327.42,1099.35,SSD,2,50.67
1795,batch_3,DB,tpch_q3,4,16,64,60.19,9.63,52.57,0.821,714.3,540.22,1254.52,SSD,2,44.72
1796,batch_3,DB,tpch_q3,4,16,64,55.1,8.82,50.78,0.793,853.48,344.2,1197.68,NVMe,3,36.65
1797,batch_3,DB,tpch_q3,4,16,64,58.68,9.39,48.49,0.758,345.08,627.37,972.45,NVMe,3,42.97
1798,batch_3,DB,tpch_q3,4,16,64,55.7,8.91,29.19,0.456,749.69,622.05,1371.74,SSD,2,48.77
1799,batch_3,DB,tpch_q3,4,16,64,66.2,10.59,48.55,0.759,371.87,405.52,777.39,HDD,1,52.42
1800,batch_3,DB,tpch_q6,3,2,4,95.0,1.9,3.05,0.762,757.69,426.56,1184.25,HDD,1,168.07
1801,batch_3,DB,tpch_q6,3,2,4,95.0,1.9,2.86,0.715,777.0,563.13,1340.13,HDD,1,169.05
1802,batch_3,DB,tpch_q6,3,2,4,95.0,1.9,3.35,0.838,510.16,561.27,1071.43,SSD,2,128.76
1803,batch_3,DB,tpch_q6,3,2,4,95.0,1.9,2.73,0.682,209.66,591.32,800.98,HDD,1,179.93
1804,batch_3,DB,tpch_q6,3,2,4,88.07,1.76,3.03,0.757,357.11,575.36,932.47,NVMe,3,112.55
1805,batch_3,DB,tpch_q6,3,2,4,95.0,1.9,2.08,0.52,803.43,453.91,1257.34,HDD,1,180.98
1806,batch_3,DB,tpch_q6,3,2,8,95.0,1.9,6.35,0.794,584.92,103.91,688.83,HDD,1,153.81
1807,batch_3,DB,tpch_q6,3,2,8,81.63,1.63,6.65,0.831,893.98,635.91,1529.89,NVMe,3,98.7
1808,batch_3,DB,tpch_q6,3,2,8,95.0,1.9,5.9,0.738,600.43,279.35,879.78,HDD,1,142.47
1809,batch_3,DB,tpch_q6,3,2,8,95.0,1.9,3.96,0.495,208.09,196.3,404.39,HDD,1,132.71
1810,batch_3,DB,tpch_q6,3,2,8,78.5,1.57,5.65,0.706,806.89,161.56,968.45,NVMe,3,88.68
1811,batch_3,DB,tpch_q6,3,2,8,95.0,1.9,4.75,0.594,881.32,591.51,1472.83,SSD,2,130.31
1812,batch_3,DB,tpch_q6,3,2,16,78.66,1.57,8.23,0.514,183.46,610.28,793.74,SSD,2,84.88
1813,batch_3,DB,tpch_q6,3,2,16,74.36,1.49,11.1,0.694,756.03,371.15,1127.18,NVMe,3,88.21
1814,batch_3,DB,tpch_q6,3,2,16,72.14,1.44,8.58,0.536,773.05,98.58,871.63,NVMe,3,77.39
1815,batch_3,DB,tpch_q6,3,2,16,73.93,1.48,12.08,0.755,636.91,624.45,1261.36,NVMe,3,84.86
1816,batch_3,DB,tpch_q6,3,2,16,87.72,1.75,11.9,0.744,554.23,149.11,703.34,HDD,1,102.84
1817,batch_3,DB,tpch_q6,3,2,16,76.44,1.53,11.09,0.693,644.4,376.59,1020.99,NVMe,3,76.92
1818,batch_3,DB,tpch_q6,3,2,32,81.76,1.64,17.52,0.547,332.31,517.56,849.87,SSD,2,97.66
1819,batch_3,DB,tpch_q6,3,2,32,88.49,1.77,18.43,0.576,879.3,475.05,1354.35,SSD,2,112.36
1820,batch_3,DB,tpch_q6,3,2,32,82.47,1.65,18.91,0.591,529.23,601.34,1130.57,SSD,2,97.7
1821,batch_3,DB,tpch_q6,3,2,32,69.62,1.39,17.35,0.542,739.73,210.97,950.7,NVMe,3,69.56
1822,batch_3,DB,tpch_q6,3,2,32,95.0,1.9,23.03,0.72,649.43,425.16,1074.59,HDD,1,132.23
1823,batch_3,DB,tpch_q6,3,2,32,81.87,1.64,15.91,0.497,456.38,367.86,824.24,SSD,2,96.9
1824,batch_3,DB,tpch_q6,3,2,64,95.0,1.9,51.84,0.81,807.3,88.84,896.14,HDD,1,115.2
1825,batch_3,DB,tpch_q6,3,2,64,94.47,1.89,48.4,0.756,683.54,347.82,1031.36,HDD,1,120.56
1826,batch_3,DB,tpch_q6,3,2,64,95.0,1.9,46.47,0.726,892.45,155.46,1047.91,HDD,1,127.94
1827,batch_3,DB,tpch_q6,3,2,64,80.32,1.61,51.95,0.812,415.78,309.32,725.1,NVMe,3,82.27
1828,batch_3,DB,tpch_q6,3,2,64,74.1,1.48,49.91,0.78,402.48,426.99,829.47,NVMe,3,81.46
1829,batch_3,DB,tpch_q6,3,2,64,95.0,1.9,29.96,0.468,704.06,282.33,986.39,HDD,1,133.67
1830,batch_3,DB,tpch_q6,3,4,4,88.8,3.55,2.5,0.625,718.25,479.06,1197.31,SSD,2,102.78
1831,batch_3,DB,tpch_q6,3,4,4,68.59,2.74,3.03,0.757,837.26,613.87,1451.13,NVMe,3,73.52
1832,batch_3,DB,tpch_q6,3,4,4,95.0,3.8,2.88,0.72,490.15,262.65,752.8,HDD,1,121.32
1833,batch_3,DB,tpch_q6,3,4,4,95.0,3.8,2.74,0.685,858.58,135.23,993.81,HDD,1,121.57
1834,batch_3,DB,tpch_q6,3,4,4,81.56,3.26,2.64,0.66,531.17,608.98,1140.15,SSD,2,92.76
1835,batch_3,DB,tpch_q6,3,4,4,80.69,3.23,2.31,0.578,283.81,161.62,445.43,SSD,2,94.93
1836,batch_3,DB,tpch_q6,3,4,8,70.35,2.81,4.49,0.561,809.69,259.19,1068.88,NVMe,3,72.09
1837,batch_3,DB,tpch_q6,3,4,8,70.39,2.82,3.98,0.497,355.39,330.18,685.57,SSD,2,75.08
1838,batch_3,DB,tpch_q6,3,4,8,89.68,3.59,6.01,0.751,843.39,459.87,1303.26,HDD,1,99.59
1839,batch_3,DB,tpch_q6,3,4,8,90.55,3.62,5.37,0.671,531.52,176.25,707.77,HDD,1,119.18
1840,batch_3,DB,tpch_q6,3,4,8,73.49,2.94,6.16,0.77,155.0,554.53,709.53,NVMe,3,76.18
1841,batch_3,DB,tpch_q6,3,4,8,80.15,3.21,4.5,0.562,860.91,323.11,1184.02,HDD,1,92.91
1842,batch_3,DB,tpch_q6,3,4,16,63.86,2.55,7.9,0.494,679.74,561.5,1241.24,SSD,2,61.82
1843,batch_3,DB,tpch_q6,3,4,16,73.84,2.95,10.36,0.647,215.15,157.99,373.14,SSD,2,69.9
1844,batch_3,DB,tpch_q6,3,4,16,68.96,2.76,7.71,0.482,744.99,494.6,1239.59,SSD,2,70.85
1845,batch_3,DB,tpch_q6,3,4,16,65.9,2.64,9.35,0.584,490.1,499.25,989.35,SSD,2,68.67
1846,batch_3,DB,tpch_q6,3,4,16,62.79,2.51,13.12,0.82,475.03,611.45,1086.48,NVMe,3,59.28
1847,batch_3,DB,tpch_q6,3,4,16,59.13,2.37,12.59,0.787,645.85,580.22,1226.07,NVMe,3,51.91
1848,batch_3,DB,tpch_q6,3,4,32,79.59,3.18,21.91,0.685,804.09,205.52,1009.61,HDD,1,94.27
1849,batch_3,DB,tpch_q6,3,4,32,74.43,2.98,16.34,0.511,760.4,498.13,1258.53,HDD,1,83.56
1850,batch_3,DB,tpch_q6,3,4,32,67.04,2.68,21.01,0.657,692.46,202.09,894.55,SSD,2,72.3
1851,batch_3,DB,tpch_q6,3,4,32,67.02,2.68,21.54,0.673,306.41,181.53,487.94,SSD,2,72.7
1852,batch_3,DB,tpch_q6,3,4,32,68.94,2.76,17.4,0.544,411.53,382.36,793.89,SSD,2,65.26
1853,batch_3,DB,tpch_q6,3,4,32,78.04,3.12,25.16,0.786,806.28,460.75,1267.03,HDD,1,78.52
1854,batch_3,DB,tpch_q6,3,4,64,68.13,2.73,41.11,0.642,222.4,144.05,366.45,SSD,2,69.12
1855,batch_3,DB,tpch_q6,3,4,64,65.81,2.63,40.25,0.629,335.55,322.17,657.72,SSD,2,63.22
1856,batch_3,DB,tpch_q6,3,4,64,71.67,2.87,46.64,0.729,678.61,521.0,1199.61,HDD,1,81.06
1857,batch_3,DB,tpch_q6,3,4,64,72.73,2.91,50.92,0.796,600.79,471.72,1072.51,SSD,2,68.66
1858,batch_3,DB,tpch_q6,3,4,64,81.09,3.24,48.84,0.763,195.6,519.93,715.53,HDD,1,84.39
1859,batch_3,DB,tpch_q6,3,4,64,73.35,2.93,39.33,0.615,756.77,322.36,1079.13,SSD,2,73.2
1860,batch_3,DB,tpch_q6,3,8,4,73.66,5.89,2.34,0.585,763.89,255.85,1019.74,SSD,2,72.75
1861,batch_3,DB,tpch_q6,3,8,4,65.94,5.28,3.2,0.8,552.01,524.34,1076.35,SSD,2,67.46
1862,batch_3,DB,tpch_q6,3,8,4,81.55,6.52,2.77,0.693,164.94,491.67,656.61,HDD,1,96.5
1863,batch_3,DB,tpch_q6,3,8,4,64.56,5.16,2.93,0.733,834.17,517.1,1351.27,SSD,2,67.32
1864,batch_3,DB,tpch_q6,3,8,4,61.11,4.89,2.66,0.665,888.91,557.74,1446.65,NVMe,3,58.01
1865,batch_3,DB,tpch_q6,3,8,4,73.63,5.89,2.17,0.542,750.96,599.07,1350.03,SSD,2,70.07
1866,batch_3,DB,tpch_q6,3,8,8,60.0,4.8,3.64,0.455,784.11,510.42,1294.53,SSD,2,55.02
1867,batch_3,DB,tpch_q6,3,8,8,56.51,4.52,4.87,0.609,513.67,169.46,683.13,NVMe,3,50.96
1868,batch_3,DB,tpch_q6,3,8,8,69.57,5.57,3.71,0.464,712.44,543.41,1255.85,SSD,2,65.37
1869,batch_3,DB,tpch_q6,3,8,8,66.77,5.34,4.02,0.502,705.39,233.9,939.29,SSD,2,60.44
1870,batch_3,DB,tpch_q6,3,8,8,77.71,6.22,5.94,0.743,165.12,503.31,668.43,HDD,1,81.36
1871,batch_3,DB,tpch_q6,3,8,8,61.34,4.91,4.09,0.511,701.91,531.79,1233.7,NVMe,3,50.59
1872,batch_3,DB,tpch_q6,3,8,16,73.26,5.86,9.92,0.62,707.61,252.23,959.84,HDD,1,70.82
1873,batch_3,DB,tpch_q6,3,8,16,54.93,4.39,8.89,0.556,642.04,348.7,990.74,SSD,2,45.81
1874,batch_3,DB,tpch_q6,3,8,16,58.95,4.72,8.98,0.561,363.32,480.64,843.96,SSD,2,49.77
1875,batch_3,DB,tpch_q6,3,8,16,54.22,4.34,7.31,0.457,522.78,304.38,827.16,NVMe,3,43.54
1876,batch_3,DB,tpch_q6,3,8,16,60.8,4.86,10.9,0.681,168.67,519.59,688.26,SSD,2,52.56
1877,batch_3,DB,tpch_q6,3,8,16,56.87,4.55,10.8,0.675,632.11,269.49,901.6,SSD,2,46.35
1878,batch_3,DB,tpch_q6,3,8,32,52.62,4.21,25.47,0.796,517.36,222.48,739.84,NVMe,3,41.86
1879,batch_3,DB,tpch_q6,3,8,32,65.46,5.24,25.13,0.785,542.55,558.6,1101.15,HDD,1,62.86
1880,batch_3,DB,tpch_q6,3,8,32,68.1,5.45,23.88,0.746,775.74,100.81,876.55,HDD,1,67.96
1881,batch_3,DB,tpch_q6,3,8,32,56.55,4.52,19.6,0.613,154.18,473.53,627.71,NVMe,3,41.8
1882,batch_3,DB,tpch_q6,3,8,32,53.93,4.31,22.75,0.711,391.38,484.05,875.43,NVMe,3,41.59
1883,batch_3,DB,tpch_q6,3,8,32,54.13,4.33,23.87,0.746,699.8,605.1,1304.9,NVMe,3,37.17
1884,batch_3,DB,tpch_q6,3,8,64,61.85,4.95,32.95,0.515,711.11,174.73,885.84,SSD,2,48.57
1885,batch_3,DB,tpch_q6,3,8,64,61.91,4.95,31.71,0.495,814.13,362.26,1176.39,SSD,2,46.42
1886,batch_3,DB,tpch_q6,3,8,64,58.33,4.67,42.81,0.669,449.55,249.15,698.7,NVMe,3,41.68
1887,batch_3,DB,tpch_q6,3,8,64,62.87,5.03,47.23,0.738,810.17,234.53,1044.7,SSD,2,45.83
1888,batch_3,DB,tpch_q6,3,8,64,60.06,4.8,32.42,0.507,542.44,196.54,738.98,SSD,2,47.11
1889,batch_3,DB,tpch_q6,3,8,64,58.91,4.71,38.3,0.598,603.39,349.1,952.49,NVMe,3,38.79
1890,batch_3,DB,tpch_q6,3,16,4,76.54,12.25,3.16,0.79,251.5,378.9,630.4,HDD,1,78.68
1891,batch_3,DB,tpch_q6,3,16,4,55.35,8.86,2.47,0.618,262.76,118.22,380.98,SSD,2,50.51
1892,batch_3,DB,tpch_q6,3,16,4,70.64,11.3,2.66,0.665,398.28,114.83,513.11,HDD,1,67.4
1893,batch_3,DB,tpch_q6,3,16,4,64.01,10.24,1.91,0.477,627.26,583.51,1210.77,SSD,2,56.13
1894,batch_3,DB,tpch_q6,3,16,4,56.7,9.07,3.11,0.777,801.07,413.15,1214.22,SSD,2,47.91
1895,batch_3,DB,tpch_q6,3,16,4,57.48,9.2,3.03,0.757,850.73,399.83,1250.56,SSD,2,47.62
1896,batch_3,DB,tpch_q6,3,16,8,50.13,8.02,5.94,0.743,359.99,229.87,589.86,NVMe,3,37.21
1897,batch_3,DB,tpch_q6,3,16,8,59.96,9.59,5.27,0.659,633.62,298.28,931.9,HDD,1,57.38
1898,batch_3,DB,tpch_q6,3,16,8,51.91,8.31,6.18,0.772,803.5,461.04,1264.54,NVMe,3,38.27
1899,batch_3,DB,tpch_q6,3,16,8,53.04,8.49,3.61,0.451,323.87,203.37,527.24,SSD,2,41.89
